Mention 3 Layer 2,Cluster,ClusterScore,TopLabelsFused
0,0,0.41170897234519055,"[(28, np.float64(0.6416455192278604)), (118, np.float64(0.6416455192278604)), (3, np.float64(0.5298737285858762)), (69, np.float64(0.463627595593824)), (103, np.float64(0.34243969915735123)), (60, np.float64(0.34188938556644766)), (115, np.float64(0.3414061416219942)), (74, np.float64(0.3403774677562035)), (83, np.float64(0.3386707603560771)), (82, np.float64(0.33655775178196556)), (76, np.float64(0.3363627368888239)), (86, np.float64(0.33107090080525164)), (29, np.float64(0.32641945705905395)), (94, np.float64(0.31827102357327364)), (42, np.float64(0.3156365199744972)), (43, np.float64(0.3108732636867845)), (80, np.float64(0.29958299867745336)), (84, np.float64(0.2972919392117109)), (81, np.float64(0.294193303529585)), (121, np.float64(0.2909787960406895)), (126, np.float64(0.28937774201149863)), (58, np.float64(0.27940160971479083)), (15, np.float64(0.26612161171968607)), (57, np.float64(0.26521124704971794)), (85, np.float64(0.25999222685953816))]"
1,1,0.6033066645839676,"[(361, np.float64(0.5210285334115092)), (156, np.float64(0.46005661147530635)), (256, np.float64(0.4444407230573407)), (285, np.float64(0.4441622661596624)), (171, np.float64(0.4364249307784944)), (189, np.float64(0.42837618806594235)), (388, np.float64(0.4260465696210187)), (349, np.float64(0.41918735695334)), (224, np.float64(0.4187843682333504)), (127, np.float64(0.4134717643507397)), (222, np.float64(0.4084673197533229)), (253, np.float64(0.40730782249309444)), (169, np.float64(0.4048464773874559)), (257, np.float64(0.40474275205518867)), (199, np.float64(0.40085144610744883)), (299, np.float64(0.3961463314904686)), (398, np.float64(0.3950660756877787)), (178, np.float64(0.39044433469184625)), (190, np.float64(0.37558634864886425)), (154, np.float64(0.37070558798778286)), (209, np.float64(0.33650112216409456)), (340, np.float64(0.3333762905106073)), (138, np.float64(0.28736690283353183)), (188, np.float64(0.28266454834115773)), (210, np.float64(0.27786888270238935))]"
