Mention 1 Layer 2,Cluster,ClusterScore,TopLabelsFused
0,0,0.24840217396481326,"[(50, np.float64(0.3158097789950095)), (183, np.float64(0.3116434088471095)), (181, np.float64(0.30467273274179224)), (184, np.float64(0.30258802106720545)), (1, np.float64(0.3024933736412323)), (172, np.float64(0.30092473625243027)), (187, np.float64(0.3005812794781914)), (114, np.float64(0.2948165727493375)), (73, np.float64(0.2798109531821465)), (108, np.float64(0.27022333122231645)), (66, np.float64(0.2657547668353901)), (49, np.float64(0.26411784335960364)), (201, np.float64(0.2559703362884596)), (164, np.float64(0.2537266708117181)), (185, np.float64(0.2532297779725736)), (204, np.float64(0.252624317916296)), (141, np.float64(0.23778481464305046)), (139, np.float64(0.2279085989977754)), (12, np.float64(0.22673480809716334)), (186, np.float64(0.2210039695544917)), (61, np.float64(0.20655097131173997)), (153, np.float64(0.2033385363708683)), (117, np.float64(0.19564882505212752)), (112, np.float64(0.18875533359181748)), (20, np.float64(0.16354659702761778))]"
1,1,0.5088341977329366,"[(277, np.float64(0.44309837122102086)), (217, np.float64(0.4205471842726348)), (370, np.float64(0.4065901181463447)), (343, np.float64(0.4046611853578598)), (214, np.float64(0.4021770044211962)), (250, np.float64(0.3953166467946286)), (378, np.float64(0.38909224550493376)), (258, np.float64(0.38305158725670596)), (232, np.float64(0.37912286677216195)), (227, np.float64(0.37494025527694574)), (381, np.float64(0.36684806050583874)), (350, np.float64(0.35945581586640923)), (366, np.float64(0.35794831761372137)), (382, np.float64(0.35774306856521354)), (245, np.float64(0.35693094531177644)), (208, np.float64(0.3540961650231561)), (264, np.float64(0.3518536978686237)), (205, np.float64(0.3371001732355196)), (301, np.float64(0.33104476009231876)), (230, np.float64(0.3261082617838214)), (249, np.float64(0.32125770028196843)), (314, np.float64(0.3200590005984979)), (263, np.float64(0.3137090771198689)), (240, np.float64(0.31237090378044524)), (397, np.float64(0.28541485471234446))]"
