Mention 2 Layer 1,Cluster,ClusterScore,TopLabelsFused
0,1,0.30123002316938424,"[(266, np.float64(0.3781078369887623)), (281, np.float64(0.3715109222183869)), (338, np.float64(0.3568226278673629)), (235, np.float64(0.3373721995608248)), (284, np.float64(0.3314729470152097)), (271, np.float64(0.3293868503745865)), (327, np.float64(0.3286245581006656)), (289, np.float64(0.31931182743699715)), (107, np.float64(0.3192028665097616)), (122, np.float64(0.3179551757786663)), (319, np.float64(0.3157346641105776)), (151, np.float64(0.31559558438760615)), (283, np.float64(0.31230285039766786)), (312, np.float64(0.3083973089087443)), (311, np.float64(0.30405301394146134)), (356, np.float64(0.30372759149190737)), (337, np.float64(0.2963056862392361)), (334, np.float64(0.29623949073005623)), (124, np.float64(0.29550479110554057)), (282, np.float64(0.29346749660750693)), (323, np.float64(0.29268705117906885)), (274, np.float64(0.2879504325288361)), (332, np.float64(0.2863017062383445)), (309, np.float64(0.28608313895304316)), (325, np.float64(0.28607347244002324)), (351, np.float64(0.2833686937340294)), (280, np.float64(0.2832202895818428)), (331, np.float64(0.2787003849723478)), (336, np.float64(0.27695727465698255)), (374, np.float64(0.2743699090421153)), (165, np.float64(0.27337366951766684)), (79, np.float64(0.2729539415158977)), (313, np.float64(0.27246096195820135)), (328, np.float64(0.2724237165094289)), (173, np.float64(0.27208022062904774)), (324, np.float64(0.26535455512606726)), (326, np.float64(0.26486014385939094)), (329, np.float64(0.2645719921122614)), (262, np.float64(0.2582893288390834)), (376, np.float64(0.2550055864241783)), (215, np.float64(0.25320980395898823)), (270, np.float64(0.2521494482659421)), (269, np.float64(0.24859745629582594)), (236, np.float64(0.2480457125917366)), (352, np.float64(0.23982424308428643)), (254, np.float64(0.22865390411247433)), (387, np.float64(0.22837124539951836)), (234, np.float64(0.2272199181400339)), (252, np.float64(0.22530039504811072)), (45, np.float64(0.2228174492573859))]"
1,0,0.7542956214424349,"[(290, np.float64(0.8685019409549036)), (62, np.float64(0.5918638112316202)), (372, np.float64(0.5651671802506681)), (150, np.float64(0.5597290323020229)), (177, np.float64(0.5419996705923816)), (133, np.float64(0.5391082591889333)), (339, np.float64(0.5357376642706726)), (155, np.float64(0.5354176583621753)), (175, np.float64(0.5252729049655909)), (176, np.float64(0.5248162418627312)), (179, np.float64(0.5183798912859979)), (53, np.float64(0.5145180795478125)), (219, np.float64(0.5100117865756879)), (136, np.float64(0.5095599055802031)), (131, np.float64(0.508018590177132)), (192, np.float64(0.5032272017890177)), (52, np.float64(0.5014071490057066)), (358, np.float64(0.5009768458067846)), (33, np.float64(0.4999229022487128)), (353, np.float64(0.4972654079576715)), (64, np.float64(0.49569899719528815)), (125, np.float64(0.4781721066515015)), (44, np.float64(0.46244223569009485)), (260, np.float64(0.4617410737090605)), (149, np.float64(0.4568491443216886)), (316, np.float64(0.45578482055592895)), (272, np.float64(0.45402787845730086)), (231, np.float64(0.45171965920546636)), (307, np.float64(0.4477375617586017)), (268, np.float64(0.44739234669094663)), (63, np.float64(0.44542788530067473)), (135, np.float64(0.4449996809246201)), (130, np.float64(0.4404283523040696)), (47, np.float64(0.4369713687235774)), (239, np.float64(0.4319329278442683)), (335, np.float64(0.42916086925022756)), (213, np.float64(0.4274236935067235)), (275, np.float64(0.42623307455582676)), (191, np.float64(0.41332641700747985)), (308, np.float64(0.4086159486154783)), (142, np.float64(0.407701976410448)), (273, np.float64(0.4039102878964363)), (310, np.float64(0.4031115064750022)), (170, np.float64(0.401492508315697)), (333, np.float64(0.3920501645728633)), (54, np.float64(0.38863969726387126)), (261, np.float64(0.3735718758718129)), (174, np.float64(0.3486328153762268)), (233, np.float64(0.3413166044330054)), (129, np.float64(0.3346313347692737))]"
